0:00:00:00 Starting a new session
0:00:00:00 Loaded a total of 6 password hashes with 6 different salts
0:00:00:00 Remaining 6 password hashes with 6 different salts
0:00:00:00 - Hash type: Traditional DES (lengths up to 8, longer passwords split)
0:00:00:00 - Algorithm: 24/32 4K
0:00:00:00 - Candidate passwords will be buffered and tried in chunks of 128
0:00:00:00 Proceeding with "single crack" mode
0:00:00:00 - 956 preprocessed word mangling rules
0:00:00:00 - Allocated 6 buffers of 64 candidate passwords each
0:00:00:00 - Rule #1: ':' accepted as ''
0:00:00:00 - Rule #2: '-s x**' rejected
0:00:00:00 - Rule #3: '-c (?acQ' accepted as '(?acQ'
0:00:00:00 - Rule #4: '-c lQ' accepted as 'lQ'
0:00:00:00 - Rule #5: '-s-c x**MlQ' rejected
0:00:00:16 - Trying length 6, fixed @1, character count 11
0:00:00:16 - Switching to length 3
0:00:00:16 - Expanding tables for length 3 to character count 36
0:00:00:16 - Trying length 3, fixed @1, character count 36
0:00:00:16 - Switching to length 2
0:00:00:16 - Expanding tables for length 2 to character count 80
0:00:00:16 - Trying length 2, fixed @1, character count 80
0:00:00:16 - Trying length 2, fixed @2, character count 80
0:00:00:16 - Switching to length 4
0:00:00:16 - Expanding tables for length 4 to character count 22
0:00:00:16 - Trying length 4, fixed @4, character count 22
0:00:00:16 - Switching to length 2
0:00:00:16 - Expanding tables for length 2 to character count 81
0:00:00:16 - Trying length 2, fixed @1, character count 81
0:00:00:16 - Trying length 2, fixed @2, character count 81
0:00:00:16 - Expanding tables for length 2 to character count 82
0:00:00:16 - Trying length 2, fixed @1, character count 82
0:00:00:16 - Trying length 2, fixed @2, character count 82
0:00:00:16 - Expanding tables for length 2 to character count 83
0:00:00:16 - Trying length 2, fixed @1, character count 83
0:00:00:16 - Trying length 2, fixed @2, character count 83
0:00:00:16 - Switching to length 4
0:00:00:16 - Expanding tables for length 4 to character count 21
0:00:00:16 - Trying length 4, fixed @2, character count 21
0:00:00:16 - Switching to length 2
0:00:00:16 - Expanding tables for length 2 to character count 84
0:00:00:16 - Trying length 2, fixed @1, character count 84
0:00:00:16 - Trying length 2, fixed @2, character count 84
0:00:00:16 - Expanding tables for length 2 to character count 85
0:00:00:16 - Trying length 2, fixed @1, character count 85
0:00:00:16 - Trying length 2, fixed @2, character count 85
0:00:00:16 - Expanding tables for length 2 to character count 86
0:00:00:16 - Trying length 2, fixed @1, character count 86
0:00:00:16 - Trying length 2, fixed @2, character count 86
0:00:00:16 - Switching to length 4
0:00:00:16 - Expanding tables for length 4 to character count 23
0:00:00:16 - Trying length 4, fixed @3, character count 23
0:00:00:16 - Switching to length 2
0:00:00:16 - Expanding tables for length 2 to character count 87
0:00:00:16 - Trying length 2, fixed @1, character count 87
0:00:00:16 - Trying length 2, fixed @2, character count 87
0:00:00:16 - Expanding tables for length 2 to character count 88
0:00:00:16 - Trying length 2, fixed @1, character count 88
0:00:00:16 - Trying length 2, fixed @2, character count 88
0:00:00:16 - Expanding tables for length 2 to character count 89
0:00:00:16 - Trying length 2, fixed @1, character count 89
0:00:00:17 - Trying length 2, fixed @2, character count 89
0:00:00:17 - Expanding tables for length 2 to character count 90
0:00:00:17 - Trying length 2, fixed @1, character count 90
0:00:00:17 - Trying length 2, fixed @2, character count 90
0:00:00:17 - Expanding tables for length 2 to character count 91
0:00:00:17 - Trying length 2, fixed @1, character count 91
0:00:00:17 - Trying length 2, fixed @2, character count 91
0:00:00:17 - Expanding tables for length 2 to character count 92
0:00:00:17 - Trying length 2, fixed @1, character count 92
0:00:00:17 - Trying length 2, fixed @2, character count 92
0:00:00:17 - Expanding tables for length 2 to character count 93
0:00:00:17 - Trying length 2, fixed @1, character count 93
0:00:00:17 - Trying length 2, fixed @2, character count 93
0:00:00:17 - Switching to length 4
0:00:00:17 - Expanding tables for length 4 to character count 23
0:00:00:17 - Trying length 4, fixed @4, character count 23
0:00:00:17 - Switching to length 2
0:00:00:17 - Expanding tables for length 2 to character count 94
0:00:00:17 - Trying length 2, fixed @1, character count 94
0:00:00:17 - Trying length 2, fixed @2, character count 94
0:00:00:17 - Expanding tables for length 2 to character count 95
0:00:00:17 - Trying length 2, fixed @1, character count 95
0:00:00:17 - Trying length 2, fixed @2, character count 95
0:00:00:17 - Switching to length 8
0:00:00:17 - Expanding tables for length 8 to character count 6
0:00:00:17 - Trying length 8, fixed @6, character count 6
0:00:00:17 - Trying length 8, fixed @2, character count 6
0:00:00:18 - Switching to length 4
0:00:00:18 - Expanding tables for length 4 to character count 24
0:00:00:18 - Trying length 4, fixed @1, character count 24
0:00:00:18 - Switching to length 5
0:00:00:18 - Expanding tables for length 5 to character count 15
0:00:00:18 - Trying length 5, fixed @3, character count 15
0:00:00:18 - Switching to length 8
0:00:00:18 - Expanding tables for length 8 to character count 6
0:00:00:18 - Trying length 8, fixed @4, character count 6
0:00:00:19 - Switching to length 5
0:00:00:19 - Expanding tables for length 5 to character count 15
0:00:00:19 - Trying length 5, fixed @5, character count 15
0:00:00:19 - Switching to length 8
0:00:00:19 - Expanding tables for length 8 to character count 6
0:00:00:19 - Trying length 8, fixed @5, character count 6
0:00:00:20 - Trying length 8, fixed @7, character count 6
0:00:00:20 - Switching to length 4
0:00:00:20 - Expanding tables for length 4 to character count 22
0:00:00:20 - Trying length 4, fixed @2, character count 22
0:00:00:20 - Expanding tables for length 4 to character count 24
0:00:00:20 - Trying length 4, fixed @3, character count 24
0:00:00:20 - Switching to length 8
0:00:00:20 - Expanding tables for length 8 to character count 6
0:00:00:20 - Trying length 8, fixed @8, character count 6
0:00:00:20 - Trying length 8, fixed @3, character count 6
0:00:00:21 - Switching to length 5
0:00:00:21 - Expanding tables for length 5 to character count 15
0:00:00:21 - Trying length 5, fixed @4, character count 15
0:00:00:21 - Trying length 5, fixed @1, character count 15
0:00:00:22 - Switching to length 4
0:00:00:22 - Expanding tables for length 4 to character count 24
0:00:00:22 - Trying length 4, fixed @4, character count 24
0:00:00:22 - Switching to length 5
0:00:00:22 - Expanding tables for length 5 to character count 14
0:00:00:22 - Trying length 5, fixed @2, character count 14
0:00:00:22 - Switching to length 8
0:00:00:22 - Expanding tables for length 8 to character count 6
0:00:00:22 - Trying length 8, fixed @1, character count 6
0:00:00:23 - Switching to length 7
0:00:00:23 - Expanding tables for length 7 to character count 8
0:00:00:23 - Trying length 7, fixed @3, character count 8
0:00:00:24 - Switching to length 6
0:00:00:24 - Expanding tables for length 6 to character count 12
0:00:00:24 - Trying length 6, fixed @4, character count 12
0:00:00:25 - Switching to length 4
0:00:00:25 - Expanding tables for length 4 to character count 25
0:00:00:25 - Trying length 4, fixed @1, character count 25
0:00:00:25 - Switching to length 6
0:00:00:25 - Expanding tables for length 6 to character count 11
0:00:00:25 - Trying length 6, fixed @2, character count 11
0:00:00:25 - Switching to length 3
0:00:00:25 - Expanding tables for length 3 to character count 37
0:00:00:25 - Trying length 3, fixed @2, character count 37
0:00:00:25 - Switching to length 4
0:00:00:25 - Expanding tables for length 4 to character count 25
0:00:00:25 - Trying length 4, fixed @3, character count 25
0:00:00:25 - Switching to length 7
0:00:00:25 - Expanding tables for length 7 to character count 8
0:00:00:25 - Trying length 7, fixed @6, character count 8
0:00:00:26 - Switching to length 6
0:00:00:26 - Expanding tables for length 6 to character count 12
0:00:00:26 - Trying length 6, fixed @3, character count 12
0:00:00:27 - Switching to length 7
0:00:00:27 - Expanding tables for length 7 to character count 8
0:00:00:27 - Trying length 7, fixed @2, character count 8
0:00:00:28 - Switching to length 4
0:00:00:28 - Expanding tables for length 4 to character count 23
0:00:00:28 - Trying length 4, fixed @2, character count 23
0:00:00:28 - Expanding tables for length 4 to character count 25
0:00:00:28 - Trying length 4, fixed @4, character count 25
0:00:00:28 - Switching to length 6
0:00:00:28 - Expanding tables for length 6 to character count 12
0:00:00:28 - Trying length 6, fixed @5, character count 12
0:00:00:28 - Switching to length 4
0:00:00:28 - Expanding tables for length 4 to character count 26
0:00:00:28 - Trying length 4, fixed @1, character count 26
0:00:00:29 - Switching to length 3
0:00:00:29 - Expanding tables for length 3 to character count 37
0:00:00:29 - Trying length 3, fixed @1, character count 37
0:00:00:29 - Switching to length 6
0:00:00:29 - Expanding tables for length 6 to character count 12
0:00:00:29 - Trying length 6, fixed @6, character count 12
0:00:00:29 - Switching to length 7
0:00:00:29 - Expanding tables for length 7 to character count 8
0:00:00:29 - Trying length 7, fixed @4, character count 8
0:00:00:30 - Switching to length 5
0:00:00:30 - Expanding tables for length 5 to character count 16
0:00:00:30 - Trying length 5, fixed @3, character count 16
0:00:00:30 - Switching to length 6
0:00:00:30 - Expanding tables for length 6 to character count 12
0:00:00:30 - Trying length 6, fixed @1, character count 12
0:00:00:31 - Switching to length 7
0:00:00:31 - Expanding tables for length 7 to character count 8
0:00:00:31 - Trying length 7, fixed @5, character count 8
0:00:00:32 - Trying length 7, fixed @7, character count 8
0:00:00:32 - Switching to length 5
0:00:00:32 - Expanding tables for length 5 to character count 16
0:00:00:32 - Trying length 5, fixed @4, character count 16
0:00:00:32 - Trying length 5, fixed @5, character count 16
0:00:00:33 - Switching to length 4
0:00:00:33 - Expanding tables for length 4 to character count 26
0:00:00:33 - Trying length 4, fixed @3, character count 26
0:00:00:33 - Switching to length 5
0:00:00:33 - Expanding tables for length 5 to character count 15
0:00:00:33 - Trying length 5, fixed @2, character count 15
0:00:00:33 - Expanding tables for length 5 to character count 16
0:00:00:33 - Trying length 5, fixed @1, character count 16
0:00:00:33 - Switching to length 4
0:00:00:33 - Expanding tables for length 4 to character count 26
0:00:00:33 - Trying length 4, fixed @4, character count 26
0:00:00:33 - Switching to length 3
0:00:00:33 - Expanding tables for length 3 to character count 38
0:00:00:33 - Trying length 3, fixed @1, character count 38
0:00:00:33 - Switching to length 4
0:00:00:33 - Expanding tables for length 4 to character count 27
0:00:00:33 - Trying length 4, fixed @1, character count 27
0:00:00:33 - Switching to length 7
0:00:00:33 - Expanding tables for length 7 to character count 8
0:00:00:33 - Trying length 7, fixed @1, character count 8
0:00:00:34 - Switching to length 3
0:00:00:34 - Expanding tables for length 3 to character count 39
0:00:00:34 - Trying length 3, fixed @1, character count 39
0:00:00:34 - Switching to length 4
0:00:00:34 - Expanding tables for length 4 to character count 24
0:00:00:34 - Trying length 4, fixed @2, character count 24
0:00:00:35 - Expanding tables for length 4 to character count 27
0:00:00:35 - Trying length 4, fixed @4, character count 27
0:00:00:35 - Switching to length 5
0:00:00:35 - Expanding tables for length 5 to character count 17
0:00:00:35 - Trying length 5, fixed @4, character count 17
0:00:00:35 - Switching to length 4
0:00:00:35 - Expanding tables for length 4 to character count 27
0:00:00:35 - Trying length 4, fixed @3, character count 27
0:00:00:35 - Switching to length 6
0:00:00:35 - Expanding tables for length 6 to character count 13
0:00:00:35 - Trying length 6, fixed @4, character count 13
0:00:00:36 - Switching to length 4
0:00:00:36 - Expanding tables for length 4 to character count 25
0:00:00:36 - Trying length 4, fixed @2, character count 25
0:00:00:36 - Switching to length 6
0:00:00:36 - Expanding tables for length 6 to character count 12
0:00:00:36 - Trying length 6, fixed @2, character count 12
0:00:00:37 - Switching to length 5
0:00:00:37 - Expanding tables for length 5 to character count 17
0:00:00:37 - Trying length 5, fixed @3, character count 17
0:00:00:37 - Switching to length 3
0:00:00:37 - Expanding tables for length 3 to character count 40
0:00:00:37 - Trying length 3, fixed @1, character count 40
0:00:00:37 - Switching to length 5
0:00:00:37 - Expanding tables for length 5 to character count 16
0:00:00:37 - Trying length 5, fixed @2, character count 16
0:00:00:38 - Expanding tables for length 5 to character count 17
0:00:00:38 - Trying length 5, fixed @5, character count 17
0:00:00:38 - Switching to length 6
0:00:00:38 - Expanding tables for length 6 to character count 13
0:00:00:38 - Trying length 6, fixed @3, character count 13
0:00:00:39 - Switching to length 4
0:00:00:39 - Expanding tables for length 4 to character count 28
0:00:00:39 - Trying length 4, fixed @1, character count 28
0:00:00:39 - Switching to length 3
0:00:00:39 - Expanding tables for length 3 to character count 41
0:00:00:39 - Trying length 3, fixed @1, character count 41
0:00:00:39 - Switching to length 5
0:00:00:39 - Expanding tables for length 5 to character count 17
0:00:00:39 - Trying length 5, fixed @1, character count 17
0:00:00:40 - Switching to length 6
0:00:00:40 - Expanding tables for length 6 to character count 13
0:00:00:40 - Trying length 6, fixed @5, character count 13
0:00:00:41 - Trying length 6, fixed @1, character count 13
0:00:00:42 - Switching to length 4
0:00:00:42 - Expanding tables for length 4 to character count 28
0:00:00:42 - Trying length 4, fixed @4, character count 28
0:00:00:42 - Switching to length 3
0:00:00:42 - Expanding tables for length 3 to character count 37
0:00:00:42 - Trying length 3, fixed @3, character count 37
0:00:00:42 - Switching to length 6
0:00:00:42 - Expanding tables for length 6 to character count 13
0:00:00:42 - Trying length 6, fixed @6, character count 13
0:00:00:43 - Switching to length 3
0:00:00:43 - Expanding tables for length 3 to character count 38
0:00:00:43 - Trying length 3, fixed @2, character count 38
0:00:00:43 - Switching to length 4
0:00:00:43 - Expanding tables for length 4 to character count 26
0:00:00:43 - Trying length 4, fixed @2, character count 26
0:00:00:43 - Expanding tables for length 4 to character count 29
0:00:00:43 - Trying length 4, fixed @1, character count 29
0:00:00:43 - Switching to length 3
0:00:00:43 - Expanding tables for length 3 to character count 42
0:00:00:43 - Trying length 3, fixed @1, character count 42
0:00:00:43 - Switching to length 5
0:00:00:43 - Expanding tables for length 5 to character count 18
0:00:00:44 - Trying length 5, fixed @3, character count 18
0:00:00:44 - Switching to length 3
0:00:00:44 - Expanding tables for length 3 to character count 43
0:00:00:44 - Trying length 3, fixed @1, character count 43
0:00:00:44 - Switching to length 5
0:00:00:44 - Expanding tables for length 5 to character count 18
0:00:00:44 - Trying length 5, fixed @4, character count 18
0:00:00:44 - Trying length 5, fixed @5, character count 18
0:00:00:45 - Trying length 5, fixed @1, character count 18
0:00:00:45 - Switching to length 7
0:00:00:45 - Expanding tables for length 7 to character count 9
0:00:00:45 - Trying length 7, fixed @6, character count 9
0:00:00:46 - Switching to length 4
0:00:00:46 - Expanding tables for length 4 to character count 28
0:00:00:46 - Trying length 4, fixed @3, character count 28
0:00:00:46 - Switching to length 7
0:00:00:46 - Expanding tables for length 7 to character count 9
0:00:00:46 - Trying length 7, fixed @3, character count 9
0:00:00:48 - Switching to length 3
0:00:00:48 - Expanding tables for length 3 to character count 38
0:00:00:48 - Trying length 3, fixed @3, character count 38
0:00:00:48 - Switching to length 5
0:00:00:48 - Expanding tables for length 5 to character count 17
0:00:00:48 - Trying length 5, fixed @2, character count 17
0:00:00:48 - Switching to length 6
0:00:00:48 - Expanding tables for length 6 to character count 14
0:00:00:48 - Trying length 6, fixed @4, character count 14
0:00:00:50 - Switching to length 4
0:00:00:50 - Expanding tables for length 4 to character count 27
0:00:00:50 - Trying length 4, fixed @2, character count 27
0:00:00:50 - Expanding tables for length 4 to character count 29
0:00:00:50 - Trying length 4, fixed @4, character count 29
0:00:00:50 - Expanding tables for length 4 to character count 30
0:00:00:50 - Trying length 4, fixed @1, character count 30
0:00:00:50 - Switching to length 7
0:00:00:50 - Expanding tables for length 7 to character count 9
0:00:00:50 - Trying length 7, fixed @7, character count 9
0:00:00:51 - Switching to length 3
0:00:00:51 - Expanding tables for length 3 to character count 39
0:00:00:51 - Trying length 3, fixed @2, character count 39
0:00:00:51 - Switching to length 6
0:00:00:51 - Expanding tables for length 6 to character count 13
0:00:00:51 - Trying length 6, fixed @2, character count 13
0:00:00:53 - Switching to length 5
0:00:00:53 - Expanding tables for length 5 to character count 19
0:00:00:53 - Trying length 5, fixed @3, character count 19
0:00:00:53 - Switching to length 3
0:00:00:53 - Expanding tables for length 3 to character count 44
0:00:00:53 - Trying length 3, fixed @1, character count 44
0:00:00:53 - Switching to length 4
0:00:00:53 - Expanding tables for length 4 to character count 29
0:00:00:53 - Trying length 4, fixed @3, character count 29
0:00:00:53 - Switching to length 6
0:00:00:53 - Expanding tables for length 6 to character count 14
0:00:00:53 - Trying length 6, fixed @3, character count 14
0:00:00:55 - Switching to length 7
0:00:00:55 - Expanding tables for length 7 to character count 9
0:00:00:55 - Trying length 7, fixed @5, character count 9
0:00:00:56 - Switching to length 3
0:00:00:56 - Expanding tables for length 3 to character count 45
0:00:00:56 - Trying length 3, fixed @1, character count 45
0:00:00:57 - Switching to length 7
0:00:00:57 - Expanding tables for length 7 to character count 9
0:00:00:57 - Trying length 7, fixed @4, character count 9
0:00:00:58 - Switching to length 6
0:00:00:58 - Expanding tables for length 6 to character count 14
0:00:00:58 - Trying length 6, fixed @5, character count 14
0:00:01:00 - Switching to length 5
0:00:01:00 - Expanding tables for length 5 to character count 19
0:00:01:00 - Trying length 5, fixed @4, character count 19
0:00:01:00 - Switching to length 8
0:00:01:00 - Expanding tables for length 8 to character count 7
0:00:01:00 - Trying length 8, fixed @4, character count 7
0:00:01:02 - Trying length 8, fixed @7, character count 7
0:00:01:03 - Switching to length 6
0:00:01:03 - Expanding tables for length 6 to character count 14
0:00:01:03 - Trying length 6, fixed @1, character count 14
0:00:01:06 - Switching to length 5
0:00:01:06 - Expanding tables for length 5 to character count 19
0:00:01:06 - Trying length 5, fixed @5, character count 19
0:00:01:06 - Switching to length 8
0:00:01:06 - Expanding tables for length 8 to character count 7
0:00:01:06 - Trying length 8, fixed @5, character count 7
0:00:01:08 - Switching to length 7
0:00:01:08 - Expanding tables for length 7 to character count 9
0:00:01:08 - Trying length 7, fixed @2, character count 9
0:00:01:10 - Switching to length 6
0:00:01:10 - Expanding tables for length 6 to character count 14
0:00:01:10 - Trying length 6, fixed @6, character count 14
0:00:01:11 - Switching to length 8
0:00:01:11 - Expanding tables for length 8 to character count 7
0:00:01:11 - Trying length 8, fixed @2, character count 7
